date,name,code,close,trading_value_billion,daily_return_pct,is_new_listing
20230330,에스피시스템스,317830,16050,2048,28.40%,N
20230329,포스코엠텍,9520,22750,5884,18.80%,N
20230329,에코프로,86520,97806,13136,15.53%,N
20230329,나노팀,417010,34900,2206,24.87%,Y
20230328,이수페타시스,7660,10318,4908,15.96%,N
20230328,포스코DX,22100,8640,4869,25.76%,N
20230327,삼천당제약,250,78800,3967,16.91%,N
20230327,포스코엠텍,9520,18250,4208,28.88%,N
20230327,제이오,418550,33300,2326,24.02%,Y
20230324,한미반도체,42700,19940,5487,18.34%,N
20230324,MDS테크,86960,9408,6415,20.32%,N
20230323,이수화학,5950,23850,5240,15.36%,N
20230323,셀바스AI,108860,33482,6074,16.27%,N
20230323,에코프로에이치엔,383310,81252,6388,23.61%,N
20230322,조일알미늄,18470,3030,3781,23.17%,N
20230321,이수화학,5950,19550,2984,18.13%,N
20230321,한농화성,11500,20500,3125,23.12%,N
20230321,강원에너지,114190,23650,2447,27.56%,N
20230320,코스모신소재,5070,104806,3052,15.96%,N
20230320,HPSP,403870,23200,2476,24.73%,Y
20230317,셀트리온제약,68760,85020,2789,18.07%,N
20230316,레이크머티리얼즈,281740,8160,3106,18.60%,N
20230315,삼아알미늄,6110,54000,2139,26.76%,N
20230315,엘컴텍,37950,9484,2734,21.02%,N
20230315,에스피지,58610,28150,5689,17.78%,N
20230314,금양그린파워,282720,21050,2797,33.99%,Y
20230313,에코프로,86520,70926,9469,17.18%,N
20230310,강원에너지,114190,15800,2749,27.01%,N
20230308,에코프로,86520,65531,7337,17.19%,N
20230308,꿈비,407400,22604,2855,23.36%,Y
20230307,하이드로리튬,101670,31000,2421,23.51%,N
20230307,앱튼,270520,22711,3056,18.43%,N
20230306,이수화학,5950,18275,4829,19.06%,N
20230306,미코,59090,12540,3560,17.53%,N
20230306,솔트룩스,304100,41150,2903,19.28%,N
20230302,미래컴퍼니,49950,39150,2207,27.52%,N
20230302,성일하이텍,365340,178500,6307,22.26%,Y
20230228,KTcs,58850,5460,2958,19.21%,N
20230227,에코프로,86520,54936,5681,17.40%,N
20230227,로보티즈,108490,38952,4467,20.48%,N
20230224,MDS테크,86960,8645,7154,21.86%,N
20230224,코난테크놀로지,402030,72181,3530,20.57%,Y
20230223,셀바스AI,108860,27733,5536,20.08%,N
20230223,뉴로메카,348340,30600,3923,27.50%,Y
20230222,에스비비테크,389500,53500,2891,32.75%,Y
20230217,셀바스AI,108860,18968,4460,16.43%,N
20230216,코스모화학,5420,33456,3940,27.10%,N
20230215,샌즈랩,411080,24900,3128,18.57%,Y
20230213,셀바스AI,108860,16910,4681,19.04%,N
20230213,오픈엣지테크놀로지,394280,21600,2809,27.81%,Y
20230210,메디톡스,86900,173600,2201,30.13%,N
20230209,나노신소재,121600,109200,2026,17.42%,N
20230207,오브젠,417860,75000,2141,20.97%,Y
20230203,오브젠,417860,63300,2053,22.67%,Y
20230203,삼기에너지솔루션즈,419050,6715,3947,22.05%,Y
20230131,오픈엣지테크놀로지,394280,17360,2606,20.64%,Y
20230127,나무기술,242040,3395,2198,17.27%,N
20230125,레인보우로보틱스,277810,87200,5022,28.80%,N
20230119,SAMG엔터,419530,46850,2610,20.44%,Y
20230118,셀바스AI,108860,10774,2050,16.87%,N
20230111,코콤,15710,8950,2289,28.78%,N
20230105,SAMG엔터,419530,36500,2525,16.06%,Y
20230103,미스터블루,207760,4790,2070,16.97%,N
20221223,삼아알미늄,6110,40000,2647,19.40%,N
20221220,제주은행,6220,13750,2787,25.00%,N
20221214,핑거스토리,417180,49031,2488,17.36%,Y
20221212,핑거스토리,417180,47931,2763,15.56%,Y
20221209,핑거스토리,417180,39325,2458,19.09%,Y
20221128,포스코엠텍,9520,9230,4075,22.90%,N
20221124,아티스트스튜디오,200350,37950,2721,30.64%,N
20221122,인벤티지랩,389470,14950,2457,17.25%,Y
20221121,하이드로리튬,101670,28350,2518,16.43%,N
20221103,희림,37440,11850,2021,28.80%,N
20221103,미래나노텍,95500,19950,5150,33.00%,N
20221101,유신,54930,57200,2060,25.85%,N
20221013,신라젠,215600,10044,3037,29.48%,N
20221007,한미글로벌,53690,33100,4172,19.71%,N
20221007,이노에이엑스,296640,15850,2121,20.53%,Y
20220923,제주은행,6220,9880,2912,21.08%,N
20220907,미래나노텍,95500,13250,3512,16.74%,N
20220901,대명에너지,389260,35100,3205,19.19%,Y
20220830,새빗켐,107600,173000,3707,20.31%,Y
20220824,성일하이텍,365340,115100,3231,18.54%,Y
20220816,박셀바이오,323990,73987,7022,20.36%,N
20220816,피코그램,376180,12227,2046,25.01%,Y
20220812,에이치와이티씨,148930,19600,2811,19.51%,Y
20220805,캠시스,50110,14303,5199,21.67%,N
20220729,한화에어로스페이스,12450,65604,6631,19.04%,N
20220721,신화인터텍,56700,5670,2010,20.13%,N
20220721,루닛,328130,9052,2533,29.87%,Y
20220708,코난테크놀로지,402030,17349,2365,15.82%,Y
20220629,씨에스베어링,297090,13650,2002,18.70%,N
20220617,우림피티에스,101170,10850,2516,33.13%,N
20220617,범한퓨얼셀,382900,47950,7753,16.95%,Y
20220616,신송홀딩스,6880,18450,4059,27.24%,N
20220602,휴림로봇,90710,12300,8267,24.71%,N
20220523,지아이에스,306620,5730,2299,17.06%,N
20220520,대주산업,3310,5620,2925,22.71%,N
20220518,HLB바이오스텝,278650,50930,3501,23.78%,N
20220517,대성산업,128820,7082,2083,29.52%,N
20220511,HLB바이오스텝,278650,32637,5022,18.34%,N
20220509,HLB바이오스텝,278650,27300,3818,24.15%,N
20220503,TYM,2900,11110,2429,29.85%,N
20220503,현대에버다임,41440,9080,2188,23.87%,N
20220503,휴림로봇,90710,9588,6915,25.74%,N
20220502,베셀,177350,14711,2125,27.28%,N
20220426,팜스토리,27710,5320,5084,17.44%,N
20220426,휴림로봇,90710,6875,7003,22.48%,N
20220425,팜스토리,27710,4095,6128,30.83%,N
20220422,GS글로벌,1250,4265,5212,16.05%,N
20220422,사조동아원,8040,2130,3822,19.66%,N
20220421,NPC,4250,11900,3244,23.32%,N
20220421,한신기계,11700,12650,6292,15.53%,N
20220421,한일사료,5860,10250,3980,17.28%,N
20220420,일동홀딩스,230,51200,3274,21.90%,N
20220420,KG케미칼,1390,10280,2599,17.89%,N
20220420,하이스틸,71090,7460,2862,28.62%,N
20220419,이지홀딩스,35810,5620,2878,22.57%,N
20220418,일동홀딩스,230,38950,2960,20.40%,N
20220411,GS글로벌,1250,3555,2719,18.90%,N
20220404,한신기계,11700,10050,5494,17.54%,N
20220331,TJ미디어,32540,5902,2200,20.74%,N
20220328,휴림로봇,90710,4800,4304,16.36%,N
20220328,오토앤,353590,24150,4736,26.44%,Y
20220325,일동제약,249420,69800,10816,29.98%,N
20220325,휴림로봇,90710,3925,5553,15.00%,N
20220325,넥슨게임즈,225570,28700,4197,17.38%,N
20220323,한신기계,11700,9290,5869,29.93%,N
20220323,보성파워텍,6910,8050,7240,16.67%,N
20220323,안랩,53800,175800,7318,21.58%,N
20220322,안랩,53800,135300,5553,16.14%,N
20220322,미래생명자원,218150,11750,2598,16.34%,N
20220314,티플랙스,81150,7460,5530,18.23%,N
20220311,한신기계,11700,5830,2288,28.13%,N
20220311,일진파워,94820,27200,4749,30.46%,N
20220307,효성오앤비,97870,14600,2409,23.21%,N
20220225,일동제약,249420,58500,10560,21.62%,N
20220225,중앙에너비스,440,36850,4350,16.98%,N
20220225,로보로보,215100,10650,3748,23.69%,N
20220224,흥구석유,24060,10750,2123,23.42%,N
20220214,지에스이,53050,4660,2151,19.49%,N
20220207,일동제약,249420,47450,8813,22.14%,N
20220204,퍼스텍,10820,5250,4006,26.05%,N
20220203,에스디바이오센서,137310,78600,9574,19.09%,Y
20220128,휴마시스,205470,37232,10498,25.66%,N
20220113,퍼스텍,10820,4240,2284,33.12%,N
20220110,아진엑스텍,59120,7955,3694,21.84%,N
20220107,유진로봇,56080,6870,2078,23.34%,N
20220105,써니전자,4770,6630,4962,23.93%,N
20220104,로보로보,215100,8680,3720,28.21%,N
20220104,SKAI,357880,13003,3428,31.37%,Y
20220103,로보티즈,108490,31259,2956,27.63%,N
20211228,컴투스홀딩스,63080,218000,5388,15.96%,N
20211221,NPC,4250,9470,3866,27.97%,N
20211221,동진쎄미켐,5290,42500,8164,16.44%,N
20211217,일동제약,249420,37200,5811,17.35%,N
20211213,인포뱅크,39290,18050,2613,21.96%,N
20211210,NHN벅스,104200,21800,4969,31.33%,N
20211209,NHN벅스,104200,16800,4579,19.15%,N
20211207,일동제약,249420,21550,2280,29.04%,N
20211206,LX세미콘,108320,138400,3263,18.80%,N
20211206,NHN벅스,104200,14950,2500,26.16%,N
20211206,넥써쓰,205500,8730,3473,17.97%,N
20211201,티사이언티픽,57680,30494,3146,27.11%,N
20211201,FSN,214270,13300,2761,23.72%,N
20211130,링크드,193250,18400,2939,16.09%,N
20211129,위메이드맥스,101730,54100,2152,25.96%,N
20211129,FSN,214270,9970,2948,22.63%,N
20211126,티사이언티픽,57680,26656,3452,18.77%,N
20211126,컴투스홀딩스,63080,179000,4275,15.11%,N
20211123,마음AI,377480,38000,5629,28.16%,Y
20211122,이노뎁,303530,33950,3032,25.74%,Y
20211119,KEC,92220,18978,6671,21.79%,N
20211118,다날,64260,13200,10102,15.79%,N
20211118,NHN벅스,104200,13300,2144,19.82%,N
20211117,한글과컴퓨터,30520,28400,2343,26.79%,N
20211117,덱스터,206560,47200,5963,24.21%,N
20211116,BGF에코머티리얼즈,126600,12404,2298,16.00%,N
20211116,엔피,291230,16900,3699,28.03%,N
20211115,자이언트스텝,289220,72900,2194,19.41%,Y
20211111,에코프로,86520,29455,4541,19.76%,N
20211110,컴투스홀딩스,63080,136000,3914,17.24%,N
20211110,디어유,376300,66500,3941,27.88%,Y
20211109,갤럭시아머니트리,94480,17200,2291,27.88%,N
20211104,한전기술,52690,87600,5642,19.84%,N
20211102,초록뱀미디어,47820,49500,5177,18.71%,N
20211028,코윈테크,282880,31897,3074,22.15%,N
20211027,쇼박스,86980,7570,4705,19.97%,N
20211022,엔피,291230,11900,3618,17.82%,N
20211021,지아이텍,382480,7280,2261,30.00%,Y
20211019,경동제약,11040,16600,4239,21.61%,N
20211018,디와이에이,2880,7685,2871,20.00%,N
20211015,티비씨,33830,2935,2759,25.43%,N
20211015,일진파워,94820,16650,4026,21.98%,N
20211015,티에스아이,277880,17850,2296,23.96%,N
20211014,위메이드,112040,117200,5846,26.02%,N
20211013,일성건설,13360,7500,2910,16.82%,N
20211013,새로닉스,42600,31000,2791,25.76%,N
20211012,지에스이,53050,3820,3452,26.91%,N
20211007,덱스터,206560,19550,5066,26.13%,N
20211005,대주전자재료,78600,110900,2463,15.52%,N
20211001,선도전기,7610,9434,2588,25.65%,N
20211001,덱스터,206560,16300,5095,16.85%,N
20210930,씨아이에스,222080,21400,9873,24.06%,N
20210929,팜스토리,27710,3040,4510,18.29%,N
20210929,켐트로스,220260,16250,4479,26.95%,N
20210929,국전,307750,22100,2964,22.10%,N
20210924,신원,9270,2865,2515,29.35%,N
20210924,대주전자재료,78600,96400,3672,18.72%,N
20210914,웰크론한텍,76080,5370,2217,25.91%,N
20210914,위메이드,112040,74400,2154,28.06%,N
20210913,엘앤에프,66970,149900,9525,16.20%,N
20210910,일성건설,13360,5640,2576,31.32%,N
20210910,인성정보,33230,3437,2164,17.02%,N
20210908,에코플라스틱,38110,4832,3458,31.09%,N
20210908,켐트로스,220260,13250,3649,20.45%,N
20210907,삼아알미늄,6110,40000,2622,24.80%,N
20210907,티비씨,33830,2665,2083,26.60%,N
20210907,경남스틸,39240,11400,3709,16.33%,N
20210907,HC홈센타,60560,14011,2721,22.54%,N
20210907,HC보광산업,225530,10300,2375,27.32%,N
20210906,후성,93370,17530,6154,17.71%,N
20210906,아즈텍WB,32080,6630,3922,17.76%,N
20210903,대주전자재료,78600,68300,2886,19.41%,N
20210903,위메이드,112040,66585,4122,17.36%,N
20210902,서전기전,189860,14500,2465,16.47%,N
20210901,조일알미늄,18470,2410,2786,24.36%,N
20210901,바이오니아,64550,89400,5053,17.79%,N
20210831,디티씨,66670,8260,3332,19.02%,N
20210830,위메이드,112040,41628,2186,15.57%,N
20210827,한국선재,25550,8610,5210,26.25%,N
20210827,파인테크닉스,106240,4937,3924,15.00%,N
20210826,조일알미늄,18470,1737,2857,21.30%,N
20210826,펄어비스,263750,87900,7074,20.08%,N
20210825,한국비엔씨,256840,25027,6585,21.53%,N
20210824,유니드,14830,158345,3121,16.60%,N
20210823,바이오니아,64550,67200,6258,16.46%,N
20210819,브레인즈컴퍼니,99390,32754,2186,30.00%,Y
20210819,영화테크,265560,19300,3703,26.14%,N
20210818,코스모화학,5420,16913,4043,15.93%,N
20210817,서린바이오,38070,31859,5427,28.68%,N
20210812,코스모화학,5420,15794,4049,22.33%,N
20210812,에코프로에이치엔,383310,167085,4752,23.67%,Y
20210811,원티드랩,376980,45500,2496,30.00%,Y
20210810,SK바이오사이언스,302440,301500,41456,25.89%,Y
20210810,코데즈컴바인,47770,3540,2408,21.03%,N
20210809,코스모신소재,5070,48649,3729,16.43%,N
20210809,디티씨,66670,7400,3555,18.59%,N
20210809,에코프로,86520,17681,3836,27.84%,N
20210809,압타바이오,293780,48148,2396,17.60%,N
20210809,큐라클,365270,47523,4272,22.21%,Y
20210809,에코프로에이치엔,383310,121737,2405,27.77%,Y
20210806,TYM,2900,8827,3789,20.28%,N
20210806,신원,9270,2645,3057,16.78%,N
20210806,SK바이오사이언스,302440,244500,9394,15.33%,Y
20210806,카카오뱅크,323410,69800,37505,29.98%,Y
20210805,아즈텍WB,32080,5800,3164,24.73%,N
20210805,에스넷,38680,9923,2304,27.36%,N
20210805,바이오니아,64550,39000,2644,16.42%,N
20210805,큐라클,365270,38579,3873,15.03%,Y
20210804,SM C&C,48550,6000,6060,17.65%,N
20210804,덱스터,206560,13050,3126,17.04%,N
20210803,한국비엔씨,256840,18401,5812,19.88%,N
20210802,안트로젠,65660,92700,2457,20.23%,N
20210730,가온그룹,78890,16335,3157,27.34%,N
20210729,한국비엔씨,256840,16255,4662,30.14%,N
20210728,엠케이전자,33160,18300,2510,20.79%,N
20210727,일신석재,7110,3000,3242,23.71%,N
20210727,오비고,352910,26200,2995,25.36%,Y
20210726,태경비케이,14580,7040,2882,23.08%,N
20210723,포스코인터내셔널,47050,27200,2444,15.01%,N
20210721,HLB글로벌,3580,25600,2883,24.57%,N
20210721,네이처셀,7390,38450,4380,19.04%,N
20210720,덱스터,206560,10850,2740,15.80%,N
20210720,알체라,347860,31983,7609,22.67%,Y
20210719,자이언트스텝,289220,46246,2254,17.14%,Y
20210719,에코프로에이치엔,383310,74006,4103,27.58%,Y
20210716,일진전기,103590,7024,2755,29.88%,N
20210716,옴니시스템,57540,3395,5622,21.25%,N
20210716,링크드,193250,15550,2748,18.03%,N
20210715,한신기계,11700,3945,2263,29.77%,N
20210715,로젠,33290,7188,2517,24.47%,N
20210714,코스모신소재,5070,36993,3452,16.67%,N
20210714,그래디언트,35080,45100,9447,24.24%,N
20210713,부국철강,26940,7040,2191,25.94%,N
20210713,주연테크,44380,10150,2191,27.27%,N
20210713,시너지이노베이션,48870,6320,2959,21.77%,N
20210712,엔텔스,69410,16200,2276,18.25%,N
20210709,서전기전,189860,12150,2286,22.98%,N
20210708,케이엘넷,39420,5590,3299,15.50%,N
20210706,이연제약,102460,67200,6484,16.26%,N
20210706,한전산업,130660,17650,5374,16.12%,N
20210705,엠게임,58630,11300,3619,15.66%,N
20210705,한국비엔씨,256840,10630,2635,29.49%,N
20210702,이연제약,102460,58300,7834,17.54%,N
20210702,오픈베이스,49480,7000,4265,17.25%,N
20210702,이루온,65440,6780,4544,18.32%,N
20210701,덕신이피씨,90410,2680,2745,15.02%,N
20210630,덕신이피씨,90410,2375,2407,20.56%,N
20210628,동양,1520,2665,4533,22.53%,N
20210625,한전산업,130660,11800,5636,17.41%,N
20210625,아모센스,357580,15900,3105,29.80%,Y
20210623,한국선재,25550,7500,3639,20.00%,N
20210623,이스트에이드,239340,8300,2549,16.41%,N
20210622,네이처셀,7390,27500,5009,21.95%,N
20210622,KG에코솔루션,151860,21000,3788,16.02%,N
20210622,선익시스템,171090,26800,3453,15.02%,N
20210618,일신석재,7110,2700,3086,15.63%,N
20210618,네이처셀,7390,21500,3351,18.78%,N
20210618,오픈베이스,49480,4625,3804,22.03%,N
20210617,카스,16920,6730,2194,16.44%,N
20210616,한전산업,130660,11100,3809,30.59%,N
20210615,에이치엠넥스,36170,2465,2557,15.73%,N
20210615,강동씨앤엘,198440,5320,5236,24.74%,N
20210614,이루온,65440,3530,2134,16.12%,N
20210611,한솔로지스틱스,9180,5130,2105,28.41%,N
20210611,LG헬로비전,37560,7890,4915,27.05%,N
20210609,하림,136480,4080,4145,21.79%,N
20210609,셀리드,299660,94452,7293,17.50%,N
20210608,한전산업,130660,9860,3602,19.08%,N
20210608,셀리드,299660,81990,4502,19.81%,N
20210607,대한전선,1440,36180,10462,21.30%,N
20210607,두산에너빌리티,34020,30886,23179,23.31%,N
20210607,이연제약,102460,42200,5998,18.87%,N
20210607,보성파워텍,6910,5380,3725,27.94%,N
20210607,일진파워,94820,12650,2916,16.59%,N
20210604,대한전선,1440,27838,9570,23.85%,N
20210604,보성파워텍,6910,4145,2961,20.32%,N
20210604,우리기술,32820,1790,2126,18.94%,N
20210602,에넥스,11090,16200,3431,18.46%,N
20210601,덕성,4830,29500,4081,18.24%,N
20210601,웅진,16880,3830,2480,21.59%,N
20210601,NE능률,53290,26700,3409,29.93%,N
20210531,대한전선,1440,17593,5019,16.95%,N
20210528,KG에코솔루션,151860,11150,2855,21.33%,N
20210527,카스,16920,5110,2208,17.47%,N
20210527,케이사인,192250,31450,4278,17.57%,N
20210524,선익시스템,171090,21900,2790,29.97%,N
20210524,케이사인,192250,25850,4179,21.93%,N
20210524,애니플러스,310200,4405,2355,30.33%,N
20210521,케이씨티,89150,10900,3168,15.59%,N
20210521,삼영에스앤씨,361670,28600,2174,30.00%,Y
20210520,포톤,208710,22050,2022,17.76%,N
20210520,샘씨엔에스,252990,8320,5038,30.00%,Y
20210517,아미노로직스,74430,4185,4980,27.59%,N
20210514,특수건설,26150,14185,2684,16.93%,N
20210514,서린바이오,38070,22917,7511,20.57%,N
20210513,서린바이오,38070,17659,2893,22.81%,N
20210512,유바이오로직스,206650,55500,5872,20.13%,N
20210511,삼아알미늄,6110,15100,2294,20.80%,N
20210511,포스코스틸리온,58430,7400,3375,20.72%,N
20210510,유바이오로직스,206650,46100,5269,21.32%,N
20210507,특수건설,26150,12767,2412,26.71%,N
20210506,유바이오로직스,206650,37650,2135,22.64%,N
20210430,하이스틸,71090,4120,2069,28.55%,N
20210429,현대비앤지스틸,4560,27000,2681,30.12%,N
20210427,문배철강,8420,5870,2795,17.64%,N
20210427,포스코스틸리온,58430,5560,2858,19.06%,N
20210423,휴마시스,205470,27400,6417,20.81%,N
20210420,대창,12800,2430,4579,20.00%,N
20210420,휴온스글로벌,84110,57329,4985,15.13%,N
20210420,티케이케미칼,104480,5610,3222,17.36%,N
20210416,위즈코프,38620,11903,2236,18.50%,N
20210415,이수앱지스,86890,18950,3596,24.67%,N
20210414,토박스코리아,215480,8981,2329,17.31%,N
20210413,디앤씨미디어,263720,53000,2162,21.00%,N
20210409,보해양조,890,7700,2667,26.75%,N
20210409,웹젠,69080,48400,3468,21.46%,N
20210409,자이언트스텝,289220,27358,4555,16.48%,Y
20210408,벽산,7210,3795,2330,27.78%,N
20210408,에이텍모빌리티,224110,45300,3849,16.90%,N
20210406,우리기술투자,41190,12100,5858,15.24%,N
20210406,NE능률,53290,20900,2504,25.53%,N
20210406,드림시큐리티,203650,2794,4388,20.69%,N
20210406,TS인베스트먼트,246690,5804,3582,21.17%,N
20210405,수산세보틱스,17550,6390,2891,20.11%,N
20210402,SG글로벌,1380,8265,2170,29.73%,N
20210402,에이티넘인베스트,21080,6250,3321,22.31%,N
20210402,대성창투,27830,4702,3730,17.46%,N
20210402,DSC인베스트먼트,241520,7020,3206,18.58%,N
20210401,웅진씽크빅,95720,7977,2699,18.25%,N
20210401,아이크래프트,52460,9210,2845,19.15%,N
20210401,알로이스,297570,3230,2566,31.51%,N
20210331,갤럭시아머니트리,94480,8320,4297,30.00%,N
20210331,에이텍모빌리티,224110,37550,2234,30.84%,N
20210330,한화투자증권,3530,4015,3086,29.52%,N
20210330,깨끗한나라,4540,8450,3129,22.29%,N
20210330,에이티넘인베스트,21080,3895,2077,21.91%,N
20210330,대성창투,27830,3914,2687,24.29%,N
20210330,우리기술투자,41190,9640,9815,26.18%,N
20210329,덕성,4830,20700,3292,21.76%,N
20210329,극동유화,14530,6510,2429,17.30%,N
20210326,HMM,11200,34150,17794,15.37%,N
20210326,태웅로직스,124560,3687,2529,29.55%,N
20210326,자이언트스텝,289220,18206,4313,20.06%,Y
20210325,티케이케미칼,104480,3775,3129,18.71%,N
20210325,에스트래픽,234300,7422,2866,16.46%,N
20210324,덕성,4830,13350,2155,15.09%,N
20210324,서연,7860,16250,4498,22.18%,N
20210324,팬엔터테인먼트,68050,8950,2771,20.30%,N
20210324,제노코,361390,26721,3878,23.23%,Y
20210323,혜인,3010,7910,2145,28.41%,N
20210323,진양산업,3780,9140,3998,15.11%,N
20210323,KT지니뮤직,43610,7730,2934,31.24%,N
20210322,원익큐브,14190,4660,3992,31.08%,N
20210319,케이씨티,89150,9990,3808,23.79%,N
20210319,바이오다인,314930,13777,4406,30.25%,Y
20210318,우리기술투자,41190,7180,9384,16.56%,N
20210318,프레스티지바이오로직스,334970,16550,4067,25.38%,Y
20210317,우성,6980,45500,2596,28.35%,N
20210317,동국알앤에스,75970,6220,3689,16.04%,N
20210316,컴퍼니케이,307930,12000,2320,26.18%,N
20210312,삼성출판사,68290,46000,5989,28.85%,N
20210311,PKC,1340,5601,3685,19.09%,N
20210311,원익큐브,14190,3330,2205,21.31%,N
20210311,프레스티지바이오로직스,334970,14300,6058,18.18%,Y
20210311,싸이버원,356890,8480,4352,17.78%,Y
20210310,팜스토리,27710,2265,3865,29.06%,N
20210308,덕성,4830,12200,2870,17.87%,N
20210308,웅진씽크빅,95720,6706,2082,22.93%,N
20210305,삼성출판사,68290,41300,4871,23.84%,N
20210305,포스코엠텍,9520,11300,7048,19.20%,N
20210304,서연이화,200880,9970,2674,23.09%,N
20210303,한빛소프트,47080,5520,4314,16.21%,N
20210303,엠게임,58630,9100,3701,35.62%,N
20210302,두올,16740,5040,2001,26.79%,N
20210226,케이사인,192250,23400,5256,20.00%,N
20210225,키네마스터,139670,54200,2160,32.20%,N
20210224,포스코스틸리온,58430,3260,3207,24.43%,N
20210223,팜스토리,27710,1830,3084,21.59%,N
20210223,현대바이오,48410,21063,12837,20.48%,N
20210223,한네트,52600,10350,2970,24.40%,N
20210223,케이사인,192250,19900,2891,17.75%,N
20210222,포스코엠텍,9520,7140,4488,20.00%,N
20210222,다날,64260,9500,12551,24.84%,N
20210218,삼성출판사,68290,41400,5660,24.32%,N
20210218,씨티알모빌리티,308170,40850,4191,23.79%,N
20210218,AP위성,211270,19000,2562,22.58%,N
20210218,토박스코리아,215480,8031,3838,19.78%,N
20210217,삼성출판사,68290,31850,3268,28.17%,N
20210217,다날,64260,6680,2331,27.24%,N
20210217,쇼박스,86980,5400,3027,20.81%,N
20210216,대영포장,14160,3080,3307,23.20%,N
20210216,케이티알파,36030,15600,2981,16.85%,N
20210216,세종텔레콤,36630,7375,2258,28.96%,N
20210215,SFA반도체,36540,8910,9551,23.24%,N
20210215,제주반도체,80220,6940,5552,17.83%,N
20210215,아티스트컴퍼니,321820,29700,2657,15.56%,Y
20210210,동방,4140,7399,6328,33.15%,N
20210210,대한유화,6650,373500,2073,15.46%,N
20210210,SM Life Design,63440,3220,3298,15.83%,N
20210208,프레스티지바이오파마,950210,42600,9160,20.17%,Y
20210205,레인보우로보틱스,277810,29750,4208,29.91%,Y
