date,name,code,close,trading_value_billion,daily_return_pct,is_new_listing
20210204,포스코인터내셔널,47050,22600,4068,16.80%,N
20210203,구영테크,53270,3995,2029,24.84%,N
20210201,에넥스,11090,12450,2580,16.90%,N
20210201,HS효성첨단소재,298050,276000,3432,15.72%,N
20210126,시그네틱스,33170,1700,3440,16.44%,N
20210126,그래디언트,35080,25200,2593,28.24%,N
20210126,SFA반도체,36540,7930,9309,27.70%,N
20210126,아이에이,38880,16600,3843,27.69%,N
20210125,아진산업,13310,3899,2443,15.12%,N
20210122,성우하이텍,15750,8530,2743,18.64%,N
20210121,현대위아,11210,108500,3885,15.43%,N
20210121,현대글로비스,86280,110544,5215,16.32%,N
20210121,비츠로테크,42370,13200,3191,21.10%,N
20210121,쎄트렉아이,99320,67600,2888,27.31%,N
20210118,씨아이에스,222080,17350,4695,20.07%,N
20210115,형지엘리트,93240,4468,2288,17.42%,N
20210114,엔에프씨,265740,11250,2300,21.62%,Y
20210113,쇼박스,86980,4510,2259,29.23%,N
20210113,삼기,122350,5800,4012,18.37%,N
20210112,대덕전자,353200,15950,9473,20.38%,Y
20210111,보령,3850,21200,2954,25.85%,N
20210107,한화생명,88350,3360,3930,21.30%,N
20210107,디에스엠,104040,14875,2877,25.53%,N
20210106,위지트,36090,5731,3033,16.77%,N
20210105,대한해운,5880,3569,7776,20.82%,N
20210104,녹십자홀딩스,5250,53600,8379,22.23%,N
20210104,현대위아,11210,69500,3302,26.13%,N
20210104,지씨셀,144510,119700,2360,27.75%,N
20210104,박셀바이오,323990,170029,4306,20.11%,Y
20210104,고바이오랩,348150,53500,5323,19.96%,Y
20201230,네패스,33640,42500,4475,21.95%,N
20201230,신성델타테크,65350,10600,2127,29.11%,N
20201230,하나마이크론,67310,7775,2202,20.75%,N
20201230,하나기술,299030,71325,3091,24.26%,Y
20201230,석경에이티,357550,38000,3973,19.12%,Y
20201229,아남전자,8700,3145,4231,28.37%,N
20201229,삼기,122350,4410,2820,28.20%,N
20201228,삼성제약,1360,5042,2572,27.13%,N
20201223,LG전자,66570,119500,18294,28.91%,N
20201223,신성델타테크,65350,8340,2026,28.31%,N
20201222,현대약품,4310,8740,5745,27.59%,N
20201222,켐트로닉스,89010,28300,2937,15.27%,N
20201222,프리시젼바이오,335810,32500,3580,30.00%,Y
20201221,명문제약,17180,9420,5022,29.40%,N
20201221,삼천당제약,250,88600,7207,27.85%,N
20201221,박셀바이오,323990,83695,3445,20.43%,Y
20201221,알체라,347860,16884,3450,30.00%,Y
20201221,인바이오,352940,21650,3603,16.09%,Y
20201218,명신산업,9900,40000,6342,20.66%,Y
20201218,대웅제약,69620,212000,12362,20.80%,N
20201218,종근당,185750,192974,8346,25.19%,N
20201217,대웅,3090,60400,4214,25.70%,N
20201217,명신산업,9900,30800,9037,29.41%,Y
20201217,대웅제약,69620,175500,10221,21.88%,N
20201217,KG에코솔루션,151860,6440,2488,18.38%,N
20201216,엘앤에프,66970,68769,6793,24.13%,N
20201216,한국팩키지,37230,7480,2900,22.42%,N
20201215,명신산업,9900,22550,3182,26.33%,Y
20201214,종근당바이오,63160,96500,6067,20.78%,N
20201214,현대바이오,48410,9118,6985,26.06%,N
20201214,오텍,67170,16433,4241,22.30%,N
20201214,박셀바이오,323990,60894,2661,22.40%,Y
20201214,엔젠바이오,354200,30175,3339,28.95%,Y
20201211,대웅,3090,49600,11146,19.52%,N
20201211,포인트모바일,318020,19336,5360,28.96%,Y
20201210,대웅,3090,42650,6625,22.91%,N
20201210,포인트모바일,318020,14881,5457,15.25%,Y
20201208,일신바이오,68330,8849,6488,27.54%,N
20201208,세운메디칼,100700,7530,2988,18.96%,N
20201208,대한과학,131220,28150,5173,18.78%,N
20201207,명신산업,9900,16900,2365,30.00%,Y
20201207,종근당바이오,63160,89100,5716,18.80%,N
20201207,에스와이,109610,6240,5695,22.35%,N
20201204,신풍,2870,4165,2468,30.77%,N
20201204,에스티팜,237690,105500,5289,28.82%,N
20201203,셀트리온제약,68760,191757,11640,18.03%,N
20201202,우리바이오,82850,8110,3204,27.72%,N
20201201,아시아나IDT,267850,36765,4393,15.48%,N
20201130,태림포장,11280,7350,4155,19.90%,N
20201130,한익스프레스,14130,7720,2044,20.06%,N
20201127,아주IB투자,27360,3880,2336,17.40%,N
20201127,엠에스오토텍,123040,9780,5936,24.74%,N
20201125,보령,3850,15564,3512,22.84%,N
20201125,셀트리온제약,68760,139165,19273,22.42%,N
20201125,하나기술,299030,47102,3596,30.00%,Y
20201123,대한해운,5880,3149,4447,18.38%,N
20201120,대한전선,1440,10720,3301,28.09%,N
20201120,이연제약,102460,25942,2160,15.00%,N
20201120,고바이오랩,348150,38000,6124,31.94%,Y
20201119,바이오톡스텍,86040,16050,3315,26.38%,N
20201118,진매트릭스,109820,28300,4718,20.94%,N
20201112,대한해운,5880,2833,3704,33.32%,N
20201112,교촌에프앤비,339770,15512,8302,29.97%,Y
20201111,대주산업,3310,2745,2467,17.06%,N
20201109,신성이엔지,11930,40550,6974,23.63%,N
20201109,그린생명과학,114450,12225,3372,29.37%,N
20201109,소룩스,290690,11276,3238,17.17%,Y
20201106,제일약품,271980,77000,5248,21.45%,N
20201106,우리기술투자,41190,4720,5685,15.97%,N
20201106,소룩스,290690,8674,3146,30.01%,Y
20201105,피플바이오,304840,27109,5665,15.50%,Y
20201104,녹십자홀딩스,5250,35000,4604,27.04%,N
20201103,녹십자,6280,378000,9904,22.93%,N
20201103,피플바이오,304840,17843,4269,17.97%,Y
20201103,박셀바이오,323990,27455,3392,26.26%,Y
20201030,박셀바이오,323990,18069,2853,21.90%,Y
20201027,박셀바이오,323990,13864,4749,17.38%,Y
20201026,아남전자,8700,2475,2627,26.28%,N
20201026,피플바이오,304840,13248,2211,21.83%,Y
20201026,박셀바이오,323990,12398,2949,26.29%,Y
20201023,SV인베스트먼트,289080,7980,9497,17.18%,N
20201022,우리기술투자,41190,3850,2674,18.10%,N
20201021,그린생명과학,114450,8850,3182,25.92%,N
20201020,현대글로비스,86280,99790,6458,16.67%,N
20201019,KEC,92220,12745,6042,24.26%,N
20201019,대주산업,3310,2540,2683,15.45%,N
20201016,KX,122450,11275,2242,24.59%,N
20201015,KEC,92220,9861,6026,17.77%,N
20201014,현대약품,4310,7610,3083,17.08%,N
20201013,SDN,99220,5310,5560,28.88%,N
20201012,모트렉스,118990,14049,4720,21.51%,N
20201008,신성이엔지,11930,32550,5620,25.68%,N
20201007,오르비텍,46120,5730,3992,18.27%,N
20201007,SV인베스트먼트,289080,6940,5036,32.44%,N
20201006,나라엠앤디,51490,13700,3469,24.55%,N
20201006,나인테크,267320,5490,4112,26.50%,N
20201005,오르비텍,46120,5230,2321,27.25%,N
20201005,이스트에이드,239340,7450,3074,18.63%,N
20201005,셀리드,299660,36950,2638,27.71%,N
20200928,텔레칩스,54450,14650,2617,22.59%,N
20200923,한국팩키지,37230,5200,2854,16.85%,N
20200923,박셀바이오,323990,9973,2276,15.12%,Y
20200922,케이피엠테크,42040,48950,5073,17.39%,N
20200922,나라엠앤디,51490,12000,2782,23.71%,N
20200922,나인테크,267320,4615,2865,33.19%,N
20200921,케이피엠테크,42040,38100,5198,24.71%,N
20200921,나라엠앤디,51490,9260,2109,15.32%,N
20200918,신풍제약,19170,198000,20536,29.41%,N
20200918,신성델타테크,65350,6440,3929,19.26%,N
20200917,케이사인,192250,19150,2388,16.41%,N
20200916,케이피엠테크,42040,25900,5672,17.46%,N
20200916,한국정보인증,53300,9350,5425,23.68%,N
20200916,에스티팜,237690,74600,3934,17.11%,N
20200915,케이피엠테크,42040,19950,3189,31.68%,N
20200915,앤디포스,238090,26074,5766,21.35%,N
20200910,유니크,11320,9380,3773,20.10%,N
20200910,SY동아,41930,10450,2806,15.98%,N
20200909,포스코DX,22100,6290,6413,15.62%,N
20200909,한국파마,32300,25250,2373,33.95%,Y
20200909,SDN,99220,3640,2234,24.02%,N
20200908,포스코DX,22100,5520,2350,29.27%,N
20200908,YG PLUS,37270,6560,2637,15.29%,N
20200908,초록뱀미디어,47820,35175,5447,28.49%,N
20200908,앤디포스,238090,21952,7748,21.27%,N
20200907,한국금융지주,71050,82200,2796,17.43%,N
20200907,두산퓨얼셀,336260,58185,8224,34.16%,Y
20200907,바디텍메드,206640,38100,4606,28.72%,N
20200904,신성이엔지,11930,20200,2806,38.83%,N
20200904,후성,93370,11817,5035,16.91%,N
20200904,씨에스윈드,112610,56228,2031,18.50%,N
20200904,효성중공업,298040,70000,2643,15.51%,N
20200904,유니슨,18000,5053,3635,35.91%,N
20200904,동국S&C,100130,9050,4818,33.09%,N
20200902,영진약품,3520,9910,9747,31.26%,N
20200902,유나이티드제약,33270,70700,3753,23.60%,N
20200901,유나이티드제약,33270,61800,3290,21.89%,N
20200901,후성,93370,9629,5310,17.38%,N
20200831,두산에너빌리티,34020,14274,11071,19.26%,N
20200831,금호에이치티,214330,42250,3863,18.35%,N
20200828,CJ씨푸드,11150,5510,4264,17.23%,N
20200828,두산에너빌리티,34020,11526,9062,25.00%,N
20200828,메타케어,118000,51183,2463,21.52%,N
20200827,YBM넷,57030,12850,4860,21.80%,N
20200827,제넥신,95700,128555,15234,19.19%,N
20200827,알서포트,131370,19550,8500,23.34%,N
20200827,메가엠디,133750,5740,3405,15.73%,N
20200826,유니슨,18000,3363,2921,29.00%,N
20200826,일신바이오,68330,8558,5844,20.18%,N
20200826,대정화금,120240,43900,4236,27.99%,N
20200825,바이넥스,53030,28750,8153,25.27%,N
20200825,일신바이오,68330,6597,6017,20.47%,N
20200825,대정화금,120240,33800,2600,23.36%,N
20200824,셀레믹스,331920,33100,3227,19.28%,Y
20200821,오텍,67170,12820,4244,20.25%,N
20200819,잇츠한불,226320,36350,2404,21.57%,N
20200819,엑세스바이오,950130,42561,4085,15.03%,N
20200814,KNN,58400,2210,3398,25.21%,N
20200814,엑세스바이오,950130,25237,3300,15.69%,N
20200813,에이텍,45660,42700,4511,20.96%,N
20200812,일신바이오,68330,5309,4792,19.20%,N
20200811,일신바이오,68330,4088,4833,27.47%,N
20200811,엑세스바이오,950130,17752,2401,29.69%,N
20200810,대웅,3090,37900,5587,21.09%,N
20200810,SK디스커버리,6120,67200,2649,30.49%,N
20200810,일진다이아,81000,67000,2422,15.72%,N
20200810,SK케미칼,285130,267881,7128,20.93%,N
20200810,씨아이에스,222080,7810,3240,25.16%,N
20200807,솔브레인홀딩스,36830,75000,4024,19.81%,N
20200807,에이텍,45660,31800,4115,18.66%,N
20200807,쏠리드,50890,9671,2847,21.37%,N
20200807,에이스테크,88800,71070,4306,28.64%,N
20200807,서울바이오시스,92190,25450,4179,16.21%,N
20200806,서연,7860,10650,2815,22.55%,N
20200806,하나마이크론,67310,4966,2079,17.68%,N
20200806,켐트로스,220260,7850,3954,19.85%,N
20200805,종근당바이오,63160,67300,4135,21.70%,N
20200804,팜젠사이언스,4720,15700,2161,16.30%,N
20200804,종근당,185750,142650,3542,29.03%,N
20200804,하나제약,293480,25901,2424,29.68%,N
20200804,화일약품,61250,49995,2884,15.83%,N
20200803,드림텍,192650,19896,6432,20.65%,N
20200803,시노펙스,25320,4649,6548,19.57%,N
20200803,휴마시스,205470,21763,6526,26.24%,N
20200803,켐트로스,220260,5870,2242,24.89%,N
20200731,팜젠사이언스,4720,9330,2033,26.08%,N
20200731,드림텍,192650,15305,3315,28.10%,N
20200731,옴니시스템,57540,2622,2094,18.11%,N
20200731,PS일렉트로닉스,332570,18800,3920,20.90%,Y
20200730,랩지노믹스,84650,8990,8172,26.00%,N
20200728,한미사이언스,8930,43641,2444,29.41%,N
20200724,유니온,910,9100,3858,23.81%,N
20200724,영진약품,3520,8410,3667,15.68%,N
20200724,유니온머티리얼,47400,5330,5609,19.78%,N
20200724,SK케미칼,285130,187150,18724,23.03%,N
20200723,대원제약,3220,23184,2415,19.67%,N
20200723,랩지노믹스,84650,6559,3507,27.43%,N
20200723,알테오젠,196170,102879,3569,15.41%,N
20200722,신일제약,12790,40902,5038,16.24%,N
20200720,광동제약,9290,10100,2544,20.24%,N
20200720,신풍제약,19170,94900,7633,17.60%,N
20200720,신일제약,12790,24221,2446,26.79%,N
20200717,진매트릭스,109820,22650,2422,24.79%,N
20200716,에이프로,262260,28050,2228,29.86%,Y
20200714,스틱인베스트먼트,26890,17650,5250,15.36%,N
20200714,신일제약,12790,16269,2595,18.67%,N
20200713,신풍제약,19170,60300,7500,17.54%,N
20200713,드림텍,192650,12540,2434,27.63%,N
20200713,두산퓨얼셀,336260,40376,4412,18.42%,Y
20200713,소마젠,950200,15100,2853,29.61%,Y
20200710,신풍제약,19170,48650,10347,15.56%,N
20200709,알서포트,131370,10100,5076,28.34%,N
20200707,신풍제약,19170,37950,10503,20.86%,N
20200706,스틱인베스트먼트,26890,14050,7583,21.65%,N
20200702,KNN,58400,1850,3122,20.13%,N
20200701,SK증권,1510,2262,5086,27.80%,N
20200701,SK디스커버리,6120,48550,4847,23.69%,N
20200629,SK케미칼,285130,89738,6809,22.27%,N
20200626,에이스테크,88800,37240,3936,18.70%,N
20200626,동국S&C,100130,5310,3437,28.88%,N
20200625,비트컴퓨터,32850,13900,5049,24.66%,N
20200625,나노엔텍,39860,11550,2756,26.92%,N
20200623,KG모빌리티,3620,25444,2572,20.72%,N
20200623,두산퓨얼셀,336260,31398,3959,24.27%,Y
20200623,셀리드,299660,29808,2428,15.86%,N
20200622,알테오젠,196170,93308,4096,25.62%,N
20200618,스페코,13810,10000,2380,29.37%,N
20200618,빅텍,65450,11650,4821,20.98%,N
20200612,KG파이낸셜,46440,11750,2991,30.56%,N
20200611,제넥신,95700,67836,6915,15.45%,N
20200611,녹십자웰빙,234690,13450,2005,21.72%,Y
20200609,부광약품,3000,31616,12739,26.38%,N
20200609,신풍제약,19170,27200,6317,28.91%,N
20200608,일양약품,7570,88721,5948,19.97%,N
20200605,동화약품,20,14750,2382,20.90%,N
20200605,대웅,3090,25500,2073,28.46%,N
20200605,일양약품,7570,68247,5998,15.10%,N
20200602,차바이오텍,85660,24601,4425,28.75%,N
20200601,셀트리온제약,68760,91428,10366,24.59%,N
20200528,YBM넷,57030,11050,4594,15.71%,N
20200527,유니온머티리얼,47400,4150,3985,15.76%,N
20200526,명문제약,17180,8520,5095,16.08%,N
20200526,두산퓨얼셀,336260,14326,3511,17.27%,Y
20200525,한국정보인증,53300,7170,2718,22.77%,N
20200521,와이어블,65530,6000,4769,25.00%,N
20200520,한국전자인증,41460,7470,3497,25.76%,N
20200518,현대바이오랜드,52260,19225,5212,28.60%,N
20200514,JW중외제약,1060,32951,2275,20.59%,N
20200514,SK케미칼,285130,63251,2837,17.04%,N
20200514,랩지노믹스,84650,5264,5137,19.77%,N
20200504,알테오젠,196170,33106,2584,23.96%,N
20200427,GC메디아이,32620,7750,3004,16.72%,N
20200424,대웅,3090,19950,3681,15.99%,N
20200420,파미셀,5690,24050,11807,20.55%,N
20200417,한진칼,180640,109500,13655,26.88%,N
20200414,부광약품,3000,23138,10879,21.76%,N
20200407,톱텍,108230,19800,5387,21.47%,N
20200406,알서포트,131370,6120,2010,17.69%,N
20200403,남선알미늄,8350,6400,9936,22.14%,N
20200331,부광약품,3000,21175,5946,15.75%,N
20200331,일양약품,7570,46654,2726,20.35%,N
20200331,셀트리온,68270,195589,23783,22.13%,N
20200331,바이오니아,64550,15900,2482,25.20%,N
20200327,YBM넷,57030,8080,2754,20.06%,N
20200326,신풍제약,19170,12450,5233,27.04%,N
20200326,수젠텍,253840,27600,2991,19.22%,N
20200303,한진칼,180640,80800,7211,19.35%,N
20200227,미코,59090,8350,4099,19.97%,N
20200226,한진칼,180640,60000,4616,17.65%,N
20200221,메가엠디,133750,5280,2252,19.46%,N
20200220,한국알콜,17890,11150,2088,26.70%,N
20200220,서남,294630,4750,2773,21.79%,Y
20200219,오공,45060,11450,4154,32.37%,N
20200214,스틱인베스트먼트,26890,10100,4515,28.34%,N
20200213,덱스터,206560,9790,3950,19.98%,N
20200212,바른손이앤에이,35620,16532,3703,25.91%,N
20200116,까뮤이앤씨,13700,1805,2019,16.83%,N
20200113,한국화장품,123690,16300,2570,22.56%,N
20200108,빅텍,65450,4625,3317,26.02%,N
20191212,삼성출판사,68290,28650,3483,29.35%,N
20191206,젬백스,82270,41000,5862,25.00%,N
20191205,젬백스,82270,31550,5093,22.29%,N
20191127,HLB바이오스텝,278650,20294,3114,22.69%,Y
20191125,현대바이오랜드,52260,12900,3347,20.28%,N
20191125,티움바이오,321550,17450,2527,21.60%,Y
20191119,국일제지,78130,44129,3978,28.68%,N
20191115,HLB글로벌,3580,11450,2565,20.53%,N
20191111,남선알미늄,8350,5140,3786,25.98%,N
20191111,SM Life Design,63440,3415,2172,27.43%,N
20191025,메가엠디,133750,4605,3038,16.58%,N
20191022,두산퓨얼셀,336260,8762,3343,15.98%,Y
20191021,HLB,28300,66784,7554,27.02%,N
20191021,HLB생명과학,67630,13404,2732,18.97%,N
20191007,HLB,28300,43342,5877,17.10%,N
20190920,태경비케이,14580,7040,2998,20.34%,N
20190920,마니커,27740,12920,2097,16.24%,N
20190920,이글벳,44960,10650,2572,17.03%,N
20190904,화천기계,10660,5790,2910,25.19%,N
20190730,켐트로스,220260,5470,2567,30.24%,N
20190729,모나미,5360,5910,2229,26.28%,N
20190726,경인양행,12610,8900,2330,23.44%,N
20190725,대모,317850,13000,2049,17.12%,Y
20190724,대모,317850,11300,2227,29.74%,Y
20190723,국일제지,78130,31390,6013,31.83%,N
20190715,동진쎄미켐,5290,17400,4096,27.01%,N
20190626,현대바이오,48410,9848,6727,25.15%,N
20190624,광동제약,9290,8900,2160,17.11%,N
20190621,LB세미콘,61970,12250,3435,16.11%,N
20190614,이스트에이드,239340,10600,2019,22.54%,N
20190613,오픈베이스,49480,3970,2698,15.24%,N
20190603,이글벳,44960,8200,2082,22.39%,N
20190520,신일전자,2700,2810,2398,18.32%,N
20190516,남선알미늄,8350,4070,3374,28.19%,N
20190508,크리스탈신소재,900250,2825,2457,15.31%,N
20190430,현대바이오,48410,7822,2901,24.81%,N
20190412,아시아나항공,20560,26727,3257,25.84%,N
20190412,한진칼,180640,44100,4568,27.09%,N
20190405,현대바이오,48410,7209,4860,21.42%,N
20190328,현대오토에버,307950,88700,3531,17.48%,Y
20190320,LB세미콘,61970,8290,3037,18.43%,N
20190312,에이비엘바이오,298380,27450,2198,27.97%,Y
20190220,셀리드,299660,37242,3677,16.80%,Y
20190125,미코,59090,9110,2174,17.10%,N
20190123,포스코엠텍,9520,10450,2274,16.11%,N
20190117,유니크,11320,12800,2143,24.27%,N
20190108,아난티,25980,26100,6550,19.72%,N
20181217,아난티,25980,19800,6611,28.57%,N
20181214,아난티,25980,15350,5405,18.99%,N
20181212,남선알미늄,8350,3180,3053,19.77%,N
20181031,스틱인베스트먼트,26890,6720,2791,16.06%,N
20180918,포스코엠텍,9520,8870,3134,16.71%,N
20180917,현대바이오,48410,4622,2428,23.55%,N
20180914,우진아이엔에스,10400,19650,2039,29.70%,Y
20180622,마니커,27740,15437,2199,26.46%,N
20180612,퍼스텍,10820,7980,5172,19.10%,N
20180605,퍼스텍,10820,6700,2552,31.12%,N
20180530,키이스트,54780,20313,3278,26.92%,N
20180517,현대코퍼레이션,11760,37450,2166,18.89%,N
20180515,대아티아이,45390,8070,2500,18.85%,N
20180503,에스트래픽,234300,14530,2414,16.53%,Y
20180430,현대건설,720,61883,7766,17.56%,N
20180427,대아티아이,45390,3900,3038,20.93%,N
20180419,좋은사람들,33340,12317,2599,24.31%,N
20180413,모아라이프플러스,142760,24883,2044,21.76%,N
20180406,파미셀,5690,20800,5202,17.51%,N
20180406,JTC,950170,16300,4112,16.01%,Y
20180323,HLB,28300,22606,3202,22.15%,N
20180322,애경산업,18250,34000,3557,21.43%,Y
20180319,파미셀,5690,10750,2390,22.44%,N
20180314,파미셀,5690,8710,2296,30.98%,N
20180312,네이처셀,7390,50318,2663,23.71%,N
20180308,제룡전기,33100,10900,2171,21.11%,N
20180213,알리코제약,260660,19607,2799,24.69%,Y
20180212,알리코제약,260660,15082,2285,29.83%,Y
20180209,명문제약,17180,9806,4785,22.09%,N
20180209,고려제약,14570,14350,2020,34.74%,N
20180201,에이티넘인베스트,21080,7130,3712,26.87%,N
20180129,지씨셀,144510,77700,2643,31.25%,N
20180124,헬릭스미스,84990,150603,5983,15.49%,N
20180118,마크로젠,38290,45650,2148,15.86%,N
20180115,셀트리온제약,68760,84403,10451,15.26%,N
20180115,헬릭스미스,84990,123909,4952,26.07%,N
20180112,셀트리온제약,68760,68987,9203,22.44%,N
20180110,한올바이오파마,9420,36000,4560,26.09%,N
20180109,우리기술투자,41190,7770,3642,18.63%,N
20180105,차바이오텍,85660,32170,5373,25.14%,N
20180102,차바이오텍,85660,27001,3562,25.54%,N
20171220,우리기술투자,41190,4100,2879,27.93%,N
20171214,파이온엑스,900100,33390,3959,30.43%,N
20171206,텔콘RF제약,200230,46371,7438,26.47%,N
20171205,네이처셀,7390,24204,2275,26.75%,N
20171204,텔콘RF제약,200230,37205,6165,17.95%,N
20171201,차바이오텍,85660,17031,2269,25.50%,N
20171130,텔콘RF제약,200230,31813,4323,28.12%,N
20171129,제이씨현시스템,33320,9200,2259,15.00%,N
20171124,스튜디오드래곤,253450,71800,4295,29.84%,Y
20171120,신라젠,215600,81676,9085,28.82%,Y
20171117,텔콘RF제약,200230,27904,5579,18.29%,N
20171115,한미사이언스,8930,105963,2527,21.17%,N
20171115,셀트리온제약,68760,45121,6930,15.03%,N
20171114,HLB,28300,14268,3486,25.34%,N
20171113,셀트리온제약,68760,39302,5972,20.37%,N
20171110,셀트리온제약,68760,30723,3655,28.23%,N
20171107,코오롱티슈진,950160,111205,10461,29.37%,Y
20171106,CMG제약,58820,4816,3052,20.40%,N
20171027,앱클론,174900,23350,2157,19.13%,Y
20171012,셀트리온제약,68760,23808,2970,19.77%,N
20170925,신라젠,215600,31093,3472,17.72%,Y
20170914,신라젠,215600,29811,5093,23.34%,Y
20170908,신라젠,215600,23592,3821,15.90%,Y
20170731,파루,43200,6570,2396,20.99%,N
20170727,파루,43200,5800,2043,21.59%,N
20170616,신라젠,215600,15194,2948,20.91%,Y
20170410,빅텍,65450,5260,2396,22.90%,N
20170329,오픈베이스,49480,5890,2188,23.22%,N
20170322,신신제약,2800,10500,2227,27.27%,Y
20161219,미투온,201490,12650,2006,15.00%,Y
20161214,미투온,201490,10050,2285,21.08%,Y
20161027,JW생명과학,234080,21475,4962,29.95%,Y
20161025,GRT,900290,8549,2027,30.00%,Y
20161021,미투온,201490,7080,2160,18.99%,Y
20160909,지엔코,65060,240955,2856,18.88%,N
20160812,샘표,7540,84200,2030,20.46%,N
20160624,제이씨현시스템,33320,9490,2317,28.07%,N
20160622,대아티아이,45390,2525,3464,23.17%,N
20160603,SH에너지화학,2360,19200,2042,17.79%,N
20160603,오픈베이스,49480,4390,2162,21.10%,N
20160527,모나용평,70960,11700,2166,30.00%,Y
20160525,에스코넥,96630,16125,2724,17.49%,N
20160524,CMG제약,58820,7000,2074,25.72%,N
20160519,에스코넥,96630,14100,2379,27.03%,N
20160518,영진약품,3520,14150,5309,20.94%,N
20160517,해태제과식품,101530,60000,4437,16.50%,Y
20160516,보성파워텍,6910,13791,3511,16.13%,N
20160513,보성파워텍,6910,10612,2081,19.09%,N
20160425,영진약품,3520,7700,4574,26.02%,N
20160422,영진약품,3520,5930,2266,16.50%,N
20160328,오픈베이스,49480,4125,2075,17.35%,N
20160120,부광약품,3000,19183,2206,23.18%,N
20151222,써니전자,4770,7070,2689,17.83%,N
20151222,안랩,53800,79300,3457,23.91%,N
20151202,디아이,3160,11100,2897,21.58%,N
20151201,테크엘,64520,64596,2211,15.30%,N
20150923,미래산업,25560,264885,2351,26.44%,N
20150724,파미셀,5690,6830,2020,28.38%,N
20150714,메디앙스,14100,68813,2387,20.85%,N
20150706,메디포스트,78160,73832,3241,27.41%,N
20150703,일양약품,7570,111768,2143,23.79%,N
